name	filepath	source	rig	type	channels
Kingsound KS-H04	over-ear/Kingsound KS-H04.csv	oratory1990	GRAS 45BC	over-ear	1
KLH Ultimate One	over-ear/KLH Ultimate One.csv	oratory1990	GRAS 43AG	over-ear	1
Koss ESP95X	over-ear/Koss ESP95X.csv	oratory1990	GRAS 45BC	over-ear	1
Koss KPH30i (Grado GS1000 earpads)	over-ear/Koss KPH30i (Grado GS1000 earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Koss KPH30i	over-ear/Koss KPH30i (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Koss KPH40	over-ear/Koss KPH40.csv	oratory1990	GRAS 45BC-10	over-ear	1
Koss KSC75	over-ear/Koss KSC75 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Koss KSC75X (Yaxi earpads)	over-ear/Koss KSC75X (Yaxi earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Koss Porta Pro (Yaxi earpads)	over-ear/Koss Porta Pro (Yaxi earpads) (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Koss Porta Pro	over-ear/Koss Porta Pro (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Lindy HF-100	over-ear/Lindy HF-100.csv	oratory1990	GRAS 45BC	over-ear	1
Lioncast X55	over-ear/Lioncast X55.csv	oratory1990	GRAS 45BC	over-ear	1
Logitech G433	over-ear/Logitech G433.csv	oratory1990	GRAS 43AG	over-ear	1
Logitech G930	over-ear/Logitech G930.csv	oratory1990	GRAS 43AG	over-ear	1
Mackie MC-250	over-ear/Mackie MC-250.csv	oratory1990	GRAS 45BC-10	over-ear	1
Mark Levinson No 5909	over-ear/Mark Levinson No 5909.csv	oratory1990	GRAS 45BC-10	over-ear	1
Massdrop Panda	over-ear/Massdrop Panda.csv	oratory1990	GRAS 45BC	over-ear	1
Master & Dynamic MH40	over-ear/Master & Dynamic MH40 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Meze 105 Aer	over-ear/Meze 105 Aer (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Meze 109 Pro	over-ear/Meze 109 Pro (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Meze 99 Classics (Brainwavz memory foam hybrid earpads)	over-ear/Meze 99 Classics (Brainwavz memory foam hybrid earpads).csv	oratory1990	GRAS 43AG	over-ear	1
Meze 99 Classics	over-ear/Meze 99 Classics (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
Meze 99 Neo	over-ear/Meze 99 Neo (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Meze 99 Noir	over-ear/Meze 99 Noir.csv	oratory1990	GRAS 45BC	over-ear	1
Meze Elite (alcantara earpads)	over-ear/Meze Elite (alcantara earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Meze Elite (hybrid earpads)	over-ear/Meze Elite (hybrid earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Meze Empyrean (alcantara earpads)	over-ear/Meze Empyrean (alcantara earpads) (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Meze Empyrean (leather earpads)	over-ear/Meze Empyrean (leather earpads) (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Meze Empyrean 2 (Duo earpads)	over-ear/Meze Empyrean 2 (Duo earpads) (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Meze Liric 2	over-ear/Meze Liric 2 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Meze Liric	over-ear/Meze Liric.csv	oratory1990	GRAS 45BC-10	over-ear	1
Microsoft Surface Headphones	over-ear/Microsoft Surface Headphones.csv	oratory1990	GRAS 43AG	over-ear	1
Modhouse Audio Tungsten (hybrid earpads)	over-ear/Modhouse Audio Tungsten (hybrid earpads) (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Modhouse Audio Tungsten (perforated earpads)	over-ear/Modhouse Audio Tungsten (perforated earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Monoprice M1060	over-ear/Monoprice M1060 (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
Monoprice M1570 (leather earpads)	over-ear/Monoprice M1570 (leather earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Monoprice M1570 (velour earpads)	over-ear/Monoprice M1570 (velour earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Monoprice M1570C (leather earpads)	over-ear/Monoprice M1570C (leather earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Monoprice M1570C (velours earpads)	over-ear/Monoprice M1570C (velours earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Monoprice M650	over-ear/Monoprice M650.csv	oratory1990	GRAS 43AG	over-ear	1
Monoprice Modern Retro (Dekoni elite hybrid earpads)	over-ear/Monoprice Modern Retro (Dekoni elite hybrid earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Monoprice Modern Retro	over-ear/Monoprice Modern Retro.csv	oratory1990	GRAS 45BC	over-ear	1
Moondrop Para	over-ear/Moondrop Para.csv	oratory1990	GRAS 45BC-10	over-ear	1
Moondrop Venus	over-ear/Moondrop Venus (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
NAD VISO HP50	over-ear/NAD VISO HP50 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Nectar Hive	over-ear/Nectar Hive.csv	oratory1990	GRAS 45BC-10	over-ear	1
Neumann NDH20	over-ear/Neumann NDH20 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Neumann NDH30	over-ear/Neumann NDH30 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
OLLO S4R 1.1	over-ear/OLLO S4R 1.1.csv	oratory1990	GRAS 45BC-10	over-ear	1
OLLO S4R	over-ear/OLLO S4R.csv	oratory1990	GRAS 45BC	over-ear	1
Onkyo A800	over-ear/Onkyo A800.csv	oratory1990	GRAS 45BC-10	over-ear	1
Oppo PM2	over-ear/Oppo PM2 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Oppo PM3 (Aliexpress earpads)	over-ear/Oppo PM3 (Aliexpress earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Oppo PM3 (Aliexpress leather earpads)	over-ear/Oppo PM3 (Aliexpress leather earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Oppo PM3	over-ear/Oppo PM3 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
ORA GrapheneQ	over-ear/ORA GrapheneQ.csv	oratory1990	GRAS 45BC	over-ear	1
Peerless MB PMB 85 Double Action	over-ear/Peerless MB PMB 85 Double Action.csv	oratory1990	GRAS 45BC	over-ear	1
Philips Fidelio L2	over-ear/Philips Fidelio L2.csv	oratory1990	GRAS 45BC	over-ear	1
Philips Fidelio M1	over-ear/Philips Fidelio M1 (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
Philips Fidelio M2L	over-ear/Philips Fidelio M2L.csv	oratory1990	GRAS 43AG	over-ear	1
Philips Fidelio NC1	over-ear/Philips Fidelio NC1.csv	oratory1990	GRAS 43AG	over-ear	1
Philips Fidelio X2HR	over-ear/Philips Fidelio X2HR (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Philips Fidelio X3	over-ear/Philips Fidelio X3.csv	oratory1990	GRAS 45BC	over-ear	1
Philips SHP9500	over-ear/Philips SHP9500 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Plantronics 325T	over-ear/Plantronics 325T.csv	oratory1990	GRAS 45BC	over-ear	1
Ploopy Ploopy Headphones	over-ear/Ploopy Ploopy Headphones.csv	oratory1990	GRAS 45BC-10	over-ear	1
PSB M4U 8	over-ear/PSB M4U 8.csv	oratory1990	GRAS 45BC	over-ear	1
QUAD Era-1	over-ear/QUAD Era-1.csv	oratory1990	GRAS 43AG	over-ear	1
RAAL CA1a (open earpads)	over-ear/RAAL CA1a (open earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
RAAL SR1a	over-ear/RAAL SR1a.csv	oratory1990	GRAS 45BC	over-ear	1
Ritmix RH-508	over-ear/Ritmix RH-508.csv	oratory1990	GRAS 43AG	over-ear	1
Rosson Audio Design RAD-0	over-ear/Rosson Audio Design RAD-0.csv	oratory1990	GRAS 45BC	over-ear	1
RØDE NTH-100	over-ear/RØDE NTH-100 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sash Tres 45 (closed back, leather earpads)	over-ear/Sash Tres 45 (closed back, leather earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sash Tres 45 (open back, leather earpads)	over-ear/Sash Tres 45 (open back, leather earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sash Tres 45 (perforated leather earpads)	over-ear/Sash Tres 45 (perforated leather earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sash Tres 45 (velour earpads)	over-ear/Sash Tres 45 (velour earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sendy Aiva	over-ear/Sendy Aiva (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sendy Peacock	over-ear/Sendy Peacock.csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser ACCENTUM Plus	over-ear/Sennheiser ACCENTUM Plus.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser ACCENTUM	over-ear/Sennheiser ACCENTUM (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser GAME ONE	over-ear/Sennheiser GAME ONE.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 280 Pro	over-ear/Sennheiser HD 280 Pro (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 4.50 BTNC	over-ear/Sennheiser HD 4.50 BTNC.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 450BT	over-ear/Sennheiser HD 450BT.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 505	over-ear/Sennheiser HD 505.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 515	over-ear/Sennheiser HD 515.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 518	over-ear/Sennheiser HD 518 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser HD 540 reference-II	over-ear/Sennheiser HD 540 reference-II.csv	oratory1990	GRAS 43AG	over-ear	1
Sennheiser HD 550	over-ear/Sennheiser HD 550.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 555	over-ear/Sennheiser HD 555 (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
Sennheiser HD 559	over-ear/Sennheiser HD 559.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 560S	over-ear/Sennheiser HD 560S (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 569	over-ear/Sennheiser HD 569 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 580 precision	over-ear/Sennheiser HD 580 precision (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser HD 58X (Brainwavz microsuede oval earpads)	over-ear/Sennheiser HD 58X (Brainwavz microsuede oval earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser HD 58X	over-ear/Sennheiser HD 58X (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 598 CS	over-ear/Sennheiser HD 598 CS.csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser HD 598	over-ear/Sennheiser HD 598 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser HD 599	over-ear/Sennheiser HD 599.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 600	over-ear/Sennheiser HD 600 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 620S	over-ear/Sennheiser HD 620S (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 630VB	over-ear/Sennheiser HD 630VB.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 650	over-ear/Sennheiser HD 650 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 660 S	over-ear/Sennheiser HD 660 S (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 660S (Dekoni Fenestrated Sheepskin Earpads)	over-ear/Sennheiser HD 660S (Dekoni Fenestrated Sheepskin Earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser HD 660S2	over-ear/Sennheiser HD 660S2 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 6XX	over-ear/Sennheiser HD 6XX (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 700 (Dekoni elite velours earpads)	over-ear/Sennheiser HD 700 (Dekoni elite velours earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 700	over-ear/Sennheiser HD 700 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 800 (SDR mod)	over-ear/Sennheiser HD 800 (SDR mod) (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 800 (SDR mod, Dekoni fenestrated sheepskin earpads)	over-ear/Sennheiser HD 800 (SDR mod, Dekoni fenestrated sheepskin earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 800 S (Dekoni fenestrated sheepskin earpads)	over-ear/Sennheiser HD 800 S (Dekoni fenestrated sheepskin earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser HD 800 S (ZMF sheepskin earpads)	over-ear/Sennheiser HD 800 S (ZMF sheepskin earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD 800 S	over-ear/Sennheiser HD 800 S (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser HD 800	over-ear/Sennheiser HD 800 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser HD 820	over-ear/Sennheiser HD 820 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser HD 8XX	over-ear/Sennheiser HD 8XX.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD25-1 II (bad seal)	over-ear/Sennheiser HD25-1 II (bad seal).csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser HD25-1 II	over-ear/Sennheiser HD25-1 II.csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser HD490 Pro (mixing earpads)	over-ear/Sennheiser HD490 Pro (mixing earpads) (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HD490 Pro (producing earpads)	over-ear/Sennheiser HD490 Pro (producing earpads) (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HE 1 Orpheus 2	over-ear/Sennheiser HE 1 Orpheus 2.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser HE 90 Orpheus	over-ear/Sennheiser HE 90 Orpheus.csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser Momentum 2.0 (wireless)	over-ear/Sennheiser Momentum 2.0 (wireless) (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser Momentum 3 Wireless	over-ear/Sennheiser Momentum 3 Wireless.csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser Momentum 4 Wireless	over-ear/Sennheiser Momentum 4 Wireless (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser PC 373D	over-ear/Sennheiser PC 373D.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser PC37X	over-ear/Sennheiser PC37X.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser PC38X (velour earpads)	over-ear/Sennheiser PC38X (velour earpads) (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser PC38X	over-ear/Sennheiser PC38X.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sennheiser PX 100 II	over-ear/Sennheiser PX 100 II (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Sennheiser PXC 550-II Wireless	over-ear/Sennheiser PXC 550-II Wireless.csv	oratory1990	GRAS 45BC	over-ear	1
Shure AONIC 50	over-ear/Shure AONIC 50.csv	oratory1990	GRAS 45BC-10	over-ear	1
Shure SRH1540	over-ear/Shure SRH1540 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Shure SRH1840	over-ear/Shure SRH1840 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Shure SRH440	over-ear/Shure SRH440 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Shure SRH440A	over-ear/Shure SRH440A.csv	oratory1990	GRAS 45BC-10	over-ear	1
Shure SRH840	over-ear/Shure SRH840 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Shure SRH840A	over-ear/Shure SRH840A.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sivga Audio Phoenix	over-ear/Sivga Audio Phoenix.csv	oratory1990	GRAS 45BC	over-ear	1
Sivga Audio Robin	over-ear/Sivga Audio Robin (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sivga Luan	over-ear/Sivga Luan (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sivga Oriole	over-ear/Sivga Oriole (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Skullcandy Grind Wireless	over-ear/Skullcandy Grind Wireless.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony MDR-1000X	over-ear/Sony MDR-1000X.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony MDR-7506	over-ear/Sony MDR-7506 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony MDR-CD900ST	over-ear/Sony MDR-CD900ST.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony MDR-F1	over-ear/Sony MDR-F1.csv	oratory1990	GRAS 45BC	over-ear	1
Sony MDR-MA900	over-ear/Sony MDR-MA900.csv	oratory1990	GRAS 45BC	over-ear	1
Sony MDR-MV1	over-ear/Sony MDR-MV1.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony MDR-R10	over-ear/Sony MDR-R10.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony MDR-Z1R	over-ear/Sony MDR-Z1R (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony MDR-Z7	over-ear/Sony MDR-Z7 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony MDR-Z7M2	over-ear/Sony MDR-Z7M2 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony MDR-ZX310	over-ear/Sony MDR-ZX310.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony PULSE 3D	over-ear/Sony PULSE 3D.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony Pulse Elite	over-ear/Sony Pulse Elite.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony WH-1000XM2	over-ear/Sony WH-1000XM2.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony WH-1000XM3	over-ear/Sony WH-1000XM3.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony WH-1000XM4	over-ear/Sony WH-1000XM4.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony WH-1000XM5	over-ear/Sony WH-1000XM5.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony WH-CH510	over-ear/Sony WH-CH510.csv	oratory1990	GRAS 45BC-10	over-ear	1
Sony WH-H900N	over-ear/Sony WH-H900N.csv	oratory1990	GRAS 45BC	over-ear	1
Status Audio BT One (wired)	over-ear/Status Audio BT One (wired).csv	oratory1990	GRAS 43AG	over-ear	1
Status Audio BT One (wireless)	over-ear/Status Audio BT One (wireless).csv	oratory1990	GRAS 43AG	over-ear	1
Stax Lambda Nova Basic	over-ear/Stax Lambda Nova Basic.csv	oratory1990	GRAS 43AG	over-ear	1
Stax SR Lambda Pro Classic (bad seal)	over-ear/Stax SR Lambda Pro Classic (bad seal).csv	oratory1990	GRAS 45BC	over-ear	1
Stax SR-007	over-ear/Stax SR-007 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Stax SR-007A v2.9 (blu-tac mod)	over-ear/Stax SR-007A v2.9 (blu-tac mod).csv	oratory1990	GRAS 45BC	over-ear	1
Stax SR-007A v2.9	over-ear/Stax SR-007A v2.9.csv	oratory1990	GRAS 45BC	over-ear	1
Stax SR-009	over-ear/Stax SR-009 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Stax SR-009S	over-ear/Stax SR-009S.csv	oratory1990	GRAS 45BC-10	over-ear	1
Stax SR-404 (with perfect seal)	over-ear/Stax SR-404 (with perfect seal).csv	oratory1990	GRAS 45BC-10	over-ear	1
Stax SR-404	over-ear/Stax SR-404.csv	oratory1990	GRAS 43AG	over-ear	1
Stax SR-404LE (with perfect seal)	over-ear/Stax SR-404LE (with perfect seal).csv	oratory1990	GRAS 45BC	over-ear	1
Stax SR-404LE	over-ear/Stax SR-404LE.csv	oratory1990	GRAS 45BC	over-ear	1
Stax SR-5 Gold	over-ear/Stax SR-5 Gold.csv	oratory1990	GRAS 43AG	over-ear	1
Stax SR-L300 LTD (L700 earpads)	over-ear/Stax SR-L300 LTD (L700 earpads).csv	oratory1990	GRAS 43AG	over-ear	1
Stax SR-L300 LTD	over-ear/Stax SR-L300 LTD.csv	oratory1990	GRAS 43AG	over-ear	1
Stax SR-L500 (blu-tac mod)	over-ear/Stax SR-L500 (blu-tac mod).csv	oratory1990	GRAS 43AG	over-ear	1
Stax SR-L500 (Vesper earpads)	over-ear/Stax SR-L500 (Vesper earpads).csv	oratory1990	GRAS 43AG	over-ear	1
Stax SR-L500	over-ear/Stax SR-L500.csv	oratory1990	GRAS 45BC-10	over-ear	1
Stax SR-L700 (blu-tac mod)	over-ear/Stax SR-L700 (blu-tac mod).csv	oratory1990	GRAS 43AG	over-ear	1
Stax SR-L700	over-ear/Stax SR-L700 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Stax SR-Lambda Pro Classic	over-ear/Stax SR-Lambda Pro Classic.csv	oratory1990	GRAS 45BC	over-ear	1
Stax SR-Lambda Pro	over-ear/Stax SR-Lambda Pro.csv	oratory1990	GRAS 43AG	over-ear	1
Stax SR-X1	over-ear/Stax SR-X1 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Stax SR-X9000	over-ear/Stax SR-X9000.csv	oratory1990	GRAS 45BC-10	over-ear	1
SteelSeries Arctis Nova Pro Wireless (Bluetooth, ANC off)	over-ear/SteelSeries Arctis Nova Pro Wireless (Bluetooth, ANC off).csv	oratory1990	GRAS 45BC-10	over-ear	1
SteelSeries Arctis Nova Pro Wireless (Bluetooth, ANC on)	over-ear/SteelSeries Arctis Nova Pro Wireless (Bluetooth, ANC on).csv	oratory1990	GRAS 45BC-10	over-ear	1
SteelSeries Arctis Nova Pro Wireless (wired)	over-ear/SteelSeries Arctis Nova Pro Wireless (wired).csv	oratory1990	GRAS 45BC-10	over-ear	1
Steven Slate Audio VSX (passive plugin inactive))	over-ear/Steven Slate Audio VSX (passive plugin inactive)).csv	oratory1990	GRAS 45BC-10	over-ear	1
Superlux HD 651	over-ear/Superlux HD 651.csv	oratory1990	GRAS 43AG	over-ear	1
Superlux HD 660 Pro 150 Ohm	over-ear/Superlux HD 660 Pro 150 Ohm.csv	oratory1990	GRAS 45BC	over-ear	1
Superlux HD 660	over-ear/Superlux HD 660.csv	oratory1990	GRAS 43AG	over-ear	1
Superlux HD 662F (Brainwavz round XL pleather earpads)	over-ear/Superlux HD 662F (Brainwavz round XL pleather earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Superlux HD 662F	over-ear/Superlux HD 662F.csv	oratory1990	GRAS 45BC	over-ear	1
Superlux HD 668B (velour earpads)	over-ear/Superlux HD 668B (velour earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Superlux HD 668B	over-ear/Superlux HD 668B (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Superlux HD 681 (velour earpads)	over-ear/Superlux HD 681 (velour earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Superlux HD 681	over-ear/Superlux HD 681 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Superlux Hd 681B (Brainwavz round hybrid earpads)	over-ear/Superlux Hd 681B (Brainwavz round hybrid earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Superlux HD 681B (pleather earpads)	over-ear/Superlux HD 681B (pleather earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Superlux HD 681B (velour earpads)	over-ear/Superlux HD 681B (velour earpads).csv	oratory1990	GRAS 45BC	over-ear	1
T+A Solitaire P	over-ear/T+A Solitaire P (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
T+A Solitaire PSE	over-ear/T+A Solitaire PSE (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Takstar Pro 82	over-ear/Takstar Pro 82.csv	oratory1990	GRAS 45BC	over-ear	1
Teufel Real Z	over-ear/Teufel Real Z.csv	oratory1990	GRAS 45BC	over-ear	1
ThieAudio ghost	over-ear/ThieAudio ghost (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Thinksound ov21	over-ear/Thinksound ov21.csv	oratory1990	GRAS 45BC-10	over-ear	1
Ultrasone Tribute 7	over-ear/Ultrasone Tribute 7 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
V-MODA Crossfade LP2	over-ear/V-MODA Crossfade LP2 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
V-MODA M-200	over-ear/V-MODA M-200.csv	oratory1990	GRAS 45BC-10	over-ear	1
Valco VMK20	over-ear/Valco VMK20.csv	oratory1990	GRAS 45BC-10	over-ear	1
Verum One (leather earpads)	over-ear/Verum One (leather earpads).csv	oratory1990	GRAS 43AG	over-ear	1
Verum One (ZMF Ori earpads)	over-ear/Verum One (ZMF Ori earpads).csv	oratory1990	GRAS 43AG	over-ear	1
Verum One	over-ear/Verum One.csv	oratory1990	GRAS 43AG	over-ear	1
Warwick Acoustics Aperio	over-ear/Warwick Acoustics Aperio.csv	oratory1990	GRAS 43AG	over-ear	1
Warwick Acoustics Bravura	over-ear/Warwick Acoustics Bravura.csv	oratory1990	GRAS 45BC-10	over-ear	1
Warwick Acoustics Sonoma Model One	over-ear/Warwick Acoustics Sonoma Model One (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Yamaha HPH-200	over-ear/Yamaha HPH-200.csv	oratory1990	GRAS 45BC-10	over-ear	1
Yamaha RH5Ma	over-ear/Yamaha RH5Ma.csv	oratory1990	GRAS 45BC-10	over-ear	1
Yamaha YH-5000SE	over-ear/Yamaha YH-5000SE.csv	oratory1990	GRAS 45BC-10	over-ear	1
Yamaha YH-E700A (ANC on)	over-ear/Yamaha YH-E700A (ANC on).csv	oratory1990	GRAS 45BC	over-ear	1
ZMF Atticus	over-ear/ZMF Atticus (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
ZMF Eikon (Protein earpads)	over-ear/ZMF Eikon (Protein earpads).csv	oratory1990	GRAS 43AG	over-ear	1
ZMF Verite	over-ear/ZMF Verite.csv	oratory1990	GRAS 45BC-10	over-ear	1
Anker Soundcore Aerofit Pro	earbud/Anker Soundcore Aerofit Pro.csv	Regan Cipher	KB500x + 711	earbud	1
Apple AirPod 4 (transparency)	earbud/Apple AirPod 4 (transparency).csv	Regan Cipher	711	earbud	1
Apple AirPods 4 (ANC on)	earbud/Apple AirPods 4 (ANC on).csv	Regan Cipher	711	earbud	1
